year,location_abbr,location_desc,data_source,topic_type,topicdesc,measuredesc,variable,data_value_unit,data_value_type,data_value,data_value_footnote_symbol,data_value_footnote,geolocation,topic_type_id,topic_id,measure_id,sub_measure_id,display_order
2008,PA,Pennsylvania,SAMMEC,Health Consequences and Costs,Smoking-Attributable Expenditures (SAEs),Type of Expense,Other,$,Millions of Dollars,356.3,*,"Other expenditures include home health care, durable and nondurable medical equipment, and other professional services.","{'latitude': '40.793730152', 'longitude': '-77.860700294', 'human_address': '{""address"": """", ""city"": """", ""state"": ""PA"", ""zip"": """"}'}",HLT,501HLT,520SAE,SAE006,06
2005,IL,Illinois,SAMMEC,Health Consequences and Costs,Smoking-Attributable Expenditures (SAEs),Type of Expense,Nursing Home,$,Millions of Dollars,341.1,,,"{'latitude': '40.485010283', 'longitude': '-88.997710178', 'human_address': '{""address"": """", ""city"": """", ""state"": ""IL"", ""zip"": """"}'}",HLT,501HLT,520SAE,SAE005,05
2006,RI,Rhode Island,SAMMEC,Health Consequences and Costs,Smoking-Attributable Expenditures (SAEs),Type of Expense,Other,$,Millions of Dollars,41.9,*,"Other expenditures include home health care, durable and nondurable medical equipment, and other professional services.","{'latitude': '41.708280193', 'longitude': '-71.522470314', 'human_address': '{""address"": """", ""city"": """", ""state"": ""RI"", ""zip"": """"}'}",HLT,501HLT,520SAE,SAE006,06
2005,MN,Minnesota,SAMMEC,Health Consequences and Costs,Smoking-Attributable Expenditures (SAEs),Type of Expense,Nursing Home,$,Millions of Dollars,189.8,,,"{'latitude': '46.355648736', 'longitude': '-94.794200503', 'human_address': '{""address"": """", ""city"": """", ""state"": ""MN"", ""zip"": """"}'}",HLT,501HLT,520SAE,SAE005,05
2009,AR,Arkansas,SAMMEC,Health Consequences and Costs,Smoking-Attributable Expenditures (SAEs),Type of Expense,Other,$,Millions of Dollars,67.4,*,"Other expenditures include home health care, durable and nondurable medical equipment, and other professional services.","{'latitude': '34.748650124', 'longitude': '-92.274490743', 'human_address': '{""address"": """", ""city"": """", ""state"": ""AR"", ""zip"": """"}'}",HLT,501HLT,520SAE,SAE006,06
2005,KY,Kentucky,SAMMEC,Health Consequences and Costs,Smoking-Attributable Expenditures (SAEs),Type of Expense,Hospital,$,Millions of Dollars,840.5,,,"{'latitude': '37.645970271', 'longitude': '-84.774971048', 'human_address': '{""address"": """", ""city"": """", ""state"": ""KY"", ""zip"": """"}'}",HLT,501HLT,520SAE,SAE003,03
2008,DC,District of Columbia,SAMMEC,Health Consequences and Costs,Smoking-Attributable Expenditures (SAEs),Type of Expense,Other,$,Millions of Dollars,19.3,*,"Other expenditures include home health care, durable and nondurable medical equipment, and other professional services.","{'latitude': '38.890371385', 'longitude': '-77.031961127', 'human_address': '{""address"": """", ""city"": """", ""state"": ""DC"", ""zip"": """"}'}",HLT,501HLT,520SAE,SAE006,06
2005,OK,Oklahoma,SAMMEC,Health Consequences and Costs,Smoking-Attributable Expenditures (SAEs),Type of Expense,Other,$,Millions of Dollars,70.8,*,"Other expenditures include home health care, durable and nondurable medical equipment, and other professional services.","{'latitude': '35.472031356', 'longitude': '-97.521070214', 'human_address': '{""address"": """", ""city"": """", ""state"": ""OK"", ""zip"": """"}'}",HLT,501HLT,520SAE,SAE006,06
2006,ME,Maine,SAMMEC,Health Consequences and Costs,Smoking-Attributable Expenditures (SAEs),Type of Expense,Hospital,$,Millions of Dollars,370.1,,,"{'latitude': '45.254228894001', 'longitude': '-68.985031336', 'human_address': '{""address"": """", ""city"": """", ""state"": ""ME"", ""zip"": """"}'}",HLT,501HLT,520SAE,SAE003,03
2009,DE,Delaware,SAMMEC,Health Consequences and Costs,Smoking-Attributable Expenditures (SAEs),Type of Expense,Prescription Drugs,$,Millions of Dollars,100.8,,,"{'latitude': '39.008830667', 'longitude': '-75.577741168', 'human_address': '{""address"": """", ""city"": """", ""state"": ""DE"", ""zip"": """"}'}",HLT,501HLT,520SAE,SAE004,04
2009,DE,Delaware,SAMMEC,Health Consequences and Costs,Smoking-Attributable Expenditures (SAEs),Type of Expense,Hospital,$,Millions of Dollars,273.7,,,"{'latitude': '39.008830667', 'longitude': '-75.577741168', 'human_address': '{""address"": """", ""city"": """", ""state"": ""DE"", ""zip"": """"}'}",HLT,501HLT,520SAE,SAE003,03
2006,MD,Maryland,SAMMEC,Health Consequences and Costs,Smoking-Attributable Expenditures (SAEs),Type of Expense,Ambulatory,$,Millions of Dollars,350.9,,,"{'latitude': '39.290580964', 'longitude': '-76.609260111', 'human_address': '{""address"": """", ""city"": """", ""state"": ""MD"", ""zip"": """"}'}",HLT,501HLT,520SAE,SAE002,02
2008,IL,Illinois,SAMMEC,Health Consequences and Costs,Smoking-Attributable Expenditures (SAEs),Type of Expense,Nursing Home,$,Millions of Dollars,411.4,,,"{'latitude': '40.485010283', 'longitude': '-88.997710178', 'human_address': '{""address"": """", ""city"": """", ""state"": ""IL"", ""zip"": """"}'}",HLT,501HLT,520SAE,SAE005,05
2008,CO,Colorado,SAMMEC,Health Consequences and Costs,Smoking-Attributable Expenditures (SAEs),Type of Expense,Ambulatory,$,Millions of Dollars,313.5,,,"{'latitude': '38.843840757', 'longitude': '-106.133610921', 'human_address': '{""address"": """", ""city"": """", ""state"": ""CO"", ""zip"": """"}'}",HLT,501HLT,520SAE,SAE002,02
2007,PA,Pennsylvania,SAMMEC,Health Consequences and Costs,Smoking-Attributable Expenditures (SAEs),Type of Expense,Prescription Drugs,$,Millions of Dollars,1133.1,,,"{'latitude': '40.793730152', 'longitude': '-77.860700294', 'human_address': '{""address"": """", ""city"": """", ""state"": ""PA"", ""zip"": """"}'}",HLT,501HLT,520SAE,SAE004,04
2009,LA,Louisiana,SAMMEC,Health Consequences and Costs,Smoking-Attributable Expenditures (SAEs),Type of Expense,Prescription Drugs,$,Millions of Dollars,402.2,,,"{'latitude': '31.312660644', 'longitude': '-92.445680071', 'human_address': '{""address"": """", ""city"": """", ""state"": ""LA"", ""zip"": """"}'}",HLT,501HLT,520SAE,SAE004,04
2007,VT,Vermont,SAMMEC,Health Consequences and Costs,Smoking-Attributable Expenditures (SAEs),Type of Expense,Nursing Home,$,Millions of Dollars,25.1,,,"{'latitude': '43.625381239', 'longitude': '-72.517640791', 'human_address': '{""address"": """", ""city"": """", ""state"": ""VT"", ""zip"": """"}'}",HLT,501HLT,520SAE,SAE005,05
2009,NE,Nebraska,SAMMEC,Health Consequences and Costs,Smoking-Attributable Expenditures (SAEs),Type of Expense,Ambulatory,$,Millions of Dollars,98.6,,,"{'latitude': '41.641040988001', 'longitude': '-99.365720623', 'human_address': '{""address"": """", ""city"": """", ""state"": ""NE"", ""zip"": """"}'}",HLT,501HLT,520SAE,SAE002,02
2005,NC,North Carolina,SAMMEC,Health Consequences and Costs,Smoking-Attributable Expenditures (SAEs),Type of Expense,Hospital,$,Millions of Dollars,1545.6,,,"{'latitude': '35.466220975', 'longitude': '-79.159250463', 'human_address': '{""address"": """", ""city"": """", ""state"": ""NC"", ""zip"": """"}'}",HLT,501HLT,520SAE,SAE003,03
2006,GA,Georgia,SAMMEC,Health Consequences and Costs,Smoking-Attributable Expenditures (SAEs),Type of Expense,Ambulatory,$,Millions of Dollars,488.7,,,"{'latitude': '32.839681093', 'longitude': '-83.627580346', 'human_address': '{""address"": """", ""city"": """", ""state"": ""GA"", ""zip"": """"}'}",HLT,501HLT,520SAE,SAE002,02
2008,AZ,Arizona,SAMMEC,Health Consequences and Costs,Smoking-Attributable Expenditures (SAEs),Type of Expense,Ambulatory,$,Millions of Dollars,383,,,"{'latitude': '34.86597028', 'longitude': '-111.763811277', 'human_address': '{""address"": """", ""city"": """", ""state"": ""AZ"", ""zip"": """"}'}",HLT,501HLT,520SAE,SAE002,02
2008,TX,Texas,SAMMEC,Health Consequences and Costs,Smoking-Attributable Expenditures (SAEs),Type of Expense,Prescription Drugs,$,Millions of Dollars,1708.3,,,"{'latitude': '31.827240407', 'longitude': '-99.426770206', 'human_address': '{""address"": """", ""city"": """", ""state"": ""TX"", ""zip"": """"}'}",HLT,501HLT,520SAE,SAE004,04
2006,ND,North Dakota,SAMMEC,Health Consequences and Costs,Smoking-Attributable Expenditures (SAEs),Type of Expense,Prescription Drugs,$,Millions of Dollars,51.5,,,"{'latitude': '47.475319779', 'longitude': '-100.118421049', 'human_address': '{""address"": """", ""city"": """", ""state"": ""ND"", ""zip"": """"}'}",HLT,501HLT,520SAE,SAE004,04
2005,MS,Mississippi,SAMMEC,Health Consequences and Costs,Smoking-Attributable Expenditures (SAEs),Type of Expense,Total,$,Millions of Dollars,991.2,†,Excludes dental expenditures,"{'latitude': '32.745510099', 'longitude': '-89.538030825', 'human_address': '{""address"": """", ""city"": """", ""state"": ""MS"", ""zip"": """"}'}",HLT,501HLT,520SAE,SAE001,01
2007,WA,Washington,SAMMEC,Health Consequences and Costs,Smoking-Attributable Expenditures (SAEs),Type of Expense,Prescription Drugs,$,Millions of Dollars,429.2,,,"{'latitude': '47.522278629', 'longitude': '-120.47001079', 'human_address': '{""address"": """", ""city"": """", ""state"": ""WA"", ""zip"": """"}'}",HLT,501HLT,520SAE,SAE004,04
2008,MT,Montana,SAMMEC,Health Consequences and Costs,Smoking-Attributable Expenditures (SAEs),Type of Expense,Prescription Drugs,$,Millions of Dollars,61.4,,,"{'latitude': '47.066528972', 'longitude': '-109.424420645', 'human_address': '{""address"": """", ""city"": """", ""state"": ""MT"", ""zip"": """"}'}",HLT,501HLT,520SAE,SAE004,04
2008,AR,Arkansas,SAMMEC,Health Consequences and Costs,Smoking-Attributable Expenditures (SAEs),Type of Expense,Ambulatory,$,Millions of Dollars,179.1,,,"{'latitude': '34.748650124', 'longitude': '-92.274490743', 'human_address': '{""address"": """", ""city"": """", ""state"": ""AR"", ""zip"": """"}'}",HLT,501HLT,520SAE,SAE002,02
2009,NJ,New Jersey,SAMMEC,Health Consequences and Costs,Smoking-Attributable Expenditures (SAEs),Type of Expense,Ambulatory,$,Millions of Dollars,719.7,,,"{'latitude': '40.130570048', 'longitude': '-74.273691288', 'human_address': '{""address"": """", ""city"": """", ""state"": ""NJ"", ""zip"": """"}'}",HLT,501HLT,520SAE,SAE002,02
2008,WA,Washington,SAMMEC,Health Consequences and Costs,Smoking-Attributable Expenditures (SAEs),Type of Expense,Other,$,Millions of Dollars,153,*,"Other expenditures include home health care, durable and nondurable medical equipment, and other professional services.","{'latitude': '47.522278629', 'longitude': '-120.47001079', 'human_address': '{""address"": """", ""city"": """", ""state"": ""WA"", ""zip"": """"}'}",HLT,501HLT,520SAE,SAE006,06
2005,CA,California,SAMMEC,Health Consequences and Costs,Smoking-Attributable Expenditures (SAEs),Type of Expense,Total,$,Millions of Dollars,10460.5,†,Excludes dental expenditures,"{'latitude': '37.638640123', 'longitude': '-120.999999538', 'human_address': '{""address"": """", ""city"": """", ""state"": ""CA"", ""zip"": """"}'}",HLT,501HLT,520SAE,SAE001,01
2005,SC,South Carolina,SAMMEC,Health Consequences and Costs,Smoking-Attributable Expenditures (SAEs),Type of Expense,Total,$,Millions of Dollars,1506.3,†,Excludes dental expenditures,"{'latitude': '33.998821303', 'longitude': '-81.045371207', 'human_address': '{""address"": """", ""city"": """", ""state"": ""SC"", ""zip"": """"}'}",HLT,501HLT,520SAE,SAE001,01
2008,MA,Massachusetts,SAMMEC,Health Consequences and Costs,Smoking-Attributable Expenditures (SAEs),Type of Expense,Total,$,Millions of Dollars,3907.8,†,Excludes dental expenditures,"{'latitude': '42.27687047', 'longitude': '-72.082690675', 'human_address': '{""address"": """", ""city"": """", ""state"": ""MA"", ""zip"": """"}'}",HLT,501HLT,520SAE,SAE001,01
2008,SC,South Carolina,SAMMEC,Health Consequences and Costs,Smoking-Attributable Expenditures (SAEs),Type of Expense,Other,$,Millions of Dollars,90.8,*,"Other expenditures include home health care, durable and nondurable medical equipment, and other professional services.","{'latitude': '33.998821303', 'longitude': '-81.045371207', 'human_address': '{""address"": """", ""city"": """", ""state"": ""SC"", ""zip"": """"}'}",HLT,501HLT,520SAE,SAE006,06
2006,GA,Georgia,SAMMEC,Health Consequences and Costs,Smoking-Attributable Expenditures (SAEs),Type of Expense,Nursing Home,$,Millions of Dollars,169.9,,,"{'latitude': '32.839681093', 'longitude': '-83.627580346', 'human_address': '{""address"": """", ""city"": """", ""state"": ""GA"", ""zip"": """"}'}",HLT,501HLT,520SAE,SAE005,05
2007,ME,Maine,SAMMEC,Health Consequences and Costs,Smoking-Attributable Expenditures (SAEs),Type of Expense,Nursing Home,$,Millions of Dollars,58.3,,,"{'latitude': '45.254228894001', 'longitude': '-68.985031336', 'human_address': '{""address"": """", ""city"": """", ""state"": ""ME"", ""zip"": """"}'}",HLT,501HLT,520SAE,SAE005,05
2007,AR,Arkansas,SAMMEC,Health Consequences and Costs,Smoking-Attributable Expenditures (SAEs),Type of Expense,Total,$,Millions of Dollars,1106.9,†,Excludes dental expenditures,"{'latitude': '34.748650124', 'longitude': '-92.274490743', 'human_address': '{""address"": """", ""city"": """", ""state"": ""AR"", ""zip"": """"}'}",HLT,501HLT,520SAE,SAE001,01
2006,MT,Montana,SAMMEC,Health Consequences and Costs,Smoking-Attributable Expenditures (SAEs),Type of Expense,Hospital,$,Millions of Dollars,219.3,,,"{'latitude': '47.066528972', 'longitude': '-109.424420645', 'human_address': '{""address"": """", ""city"": """", ""state"": ""MT"", ""zip"": """"}'}",HLT,501HLT,520SAE,SAE003,03
2006,CT,Connecticut,SAMMEC,Health Consequences and Costs,Smoking-Attributable Expenditures (SAEs),Type of Expense,Total,$,Millions of Dollars,1764.4,†,Excludes dental expenditures,"{'latitude': '41.56266102', 'longitude': '-72.649840952', 'human_address': '{""address"": """", ""city"": """", ""state"": ""CT"", ""zip"": """"}'}",HLT,501HLT,520SAE,SAE001,01
2009,MN,Minnesota,SAMMEC,Health Consequences and Costs,Smoking-Attributable Expenditures (SAEs),Type of Expense,Other,$,Millions of Dollars,197.1,*,"Other expenditures include home health care, durable and nondurable medical equipment, and other professional services.","{'latitude': '46.355648736', 'longitude': '-94.794200503', 'human_address': '{""address"": """", ""city"": """", ""state"": ""MN"", ""zip"": """"}'}",HLT,501HLT,520SAE,SAE006,06
2005,RI,Rhode Island,SAMMEC,Health Consequences and Costs,Smoking-Attributable Expenditures (SAEs),Type of Expense,Nursing Home,$,Millions of Dollars,56.8,,,"{'latitude': '41.708280193', 'longitude': '-71.522470314', 'human_address': '{""address"": """", ""city"": """", ""state"": ""RI"", ""zip"": """"}'}",HLT,501HLT,520SAE,SAE005,05
2009,IN,Indiana,SAMMEC,Health Consequences and Costs,Smoking-Attributable Expenditures (SAEs),Type of Expense,Prescription Drugs,$,Millions of Dollars,525.2,,,"{'latitude': '39.766910452', 'longitude': '-86.149960194', 'human_address': '{""address"": """", ""city"": """", ""state"": ""IN"", ""zip"": """"}'}",HLT,501HLT,520SAE,SAE004,04
2006,SD,South Dakota,SAMMEC,Health Consequences and Costs,Smoking-Attributable Expenditures (SAEs),Type of Expense,Hospital,$,Millions of Dollars,187.6,,,"{'latitude': '44.353130053', 'longitude': '-100.373530637', 'human_address': '{""address"": """", ""city"": """", ""state"": ""SD"", ""zip"": """"}'}",HLT,501HLT,520SAE,SAE003,03
2005,SC,South Carolina,SAMMEC,Health Consequences and Costs,Smoking-Attributable Expenditures (SAEs),Type of Expense,Other,$,Millions of Dollars,74.3,*,"Other expenditures include home health care, durable and nondurable medical equipment, and other professional services.","{'latitude': '33.998821303', 'longitude': '-81.045371207', 'human_address': '{""address"": """", ""city"": """", ""state"": ""SC"", ""zip"": """"}'}",HLT,501HLT,520SAE,SAE006,06
2008,MI,Michigan,SAMMEC,Health Consequences and Costs,Smoking-Attributable Expenditures (SAEs),Type of Expense,Ambulatory,$,Millions of Dollars,561.1,,,"{'latitude': '44.661319543001', 'longitude': '-84.71439027', 'human_address': '{""address"": """", ""city"": """", ""state"": ""MI"", ""zip"": """"}'}",HLT,501HLT,520SAE,SAE002,02
2005,OH,Ohio,SAMMEC,Health Consequences and Costs,Smoking-Attributable Expenditures (SAEs),Type of Expense,Ambulatory,$,Millions of Dollars,634.2,,,"{'latitude': '40.060210141', 'longitude': '-82.404260056', 'human_address': '{""address"": """", ""city"": """", ""state"": ""OH"", ""zip"": """"}'}",HLT,501HLT,520SAE,SAE002,02
2009,KY,Kentucky,SAMMEC,Health Consequences and Costs,Smoking-Attributable Expenditures (SAEs),Type of Expense,Total,$,Millions of Dollars,1927,†,Excludes dental expenditures,"{'latitude': '37.645970271', 'longitude': '-84.774971048', 'human_address': '{""address"": """", ""city"": """", ""state"": ""KY"", ""zip"": """"}'}",HLT,501HLT,520SAE,SAE001,01
2009,AZ,Arizona,SAMMEC,Health Consequences and Costs,Smoking-Attributable Expenditures (SAEs),Type of Expense,Total,$,Millions of Dollars,2383,†,Excludes dental expenditures,"{'latitude': '34.86597028', 'longitude': '-111.763811277', 'human_address': '{""address"": """", ""city"": """", ""state"": ""AZ"", ""zip"": """"}'}",HLT,501HLT,520SAE,SAE001,01
2007,OR,Oregon,SAMMEC,Health Consequences and Costs,Smoking-Attributable Expenditures (SAEs),Type of Expense,Ambulatory,$,Millions of Dollars,240.3,,,"{'latitude': '44.567449424', 'longitude': '-120.155031326', 'human_address': '{""address"": """", ""city"": """", ""state"": ""OR"", ""zip"": """"}'}",HLT,501HLT,520SAE,SAE002,02
2007,KY,Kentucky,SAMMEC,Health Consequences and Costs,Smoking-Attributable Expenditures (SAEs),Type of Expense,Other,$,Millions of Dollars,90.2,*,"Other expenditures include home health care, durable and nondurable medical equipment, and other professional services.","{'latitude': '37.645970271', 'longitude': '-84.774971048', 'human_address': '{""address"": """", ""city"": """", ""state"": ""KY"", ""zip"": """"}'}",HLT,501HLT,520SAE,SAE006,06
